arabic,english
غامبيمبو,Gambembo
الوها,Aloha
هوليستين,Holstein
ميتشيكو,Michiko
راجولياني,Rajulyani
زاخونغير,Zhakhongir
فاجادا,Vagada
هامرجاكس,Hammerjacks
سادلا,Sadala
كامليش,Kamlesh
مارشا,Marsha
جموباني,Jamubani
انسالدو,Ansaldo
هندريكس,Hendriks
لينيوس,Linnaeus
بوكر,Boqer
بورتشيد,Portishead
مونغوشي,Mongoche
كالفيلد,Caulfield
هاودين,Howden
جونو,Johno
اعرفوه,Aarafoh
كادبي,Cadby
بلوتكين,Plotkin
لانغا,Langa
بيستو,Pitstu
بروغريسيو,Progressio
لانج,Lange
هيويت,Hewitt
سياجيان,Siagian
غيبهارت,Gephart
بيستن,Bestin
كريستينستيد,Christiansted
كومبيس,Kombuis
ديزموند,Dazmond
باكادو,Bakadu
لازارشفيلي,Lazarashvili
كاهوزي,Kahuzi
زيجلر,Zeigler
ماتامبوس,Matambús
ساسيكومار,Sasikumar
بالادينو,Paladino
كولوكوتروني,Colocotroni
امينا,Amina
سعيدبور,Saidpur
تسفاتسيون,Tesfatsion
لينوكس,Lenox
داجي,Dajee
برودمان,Broadman
كربال,Kripal
جايديف,Jaidav
لينور,Lenor
باهاماس,Bahamas
داير,Dajer
زاتليرس,Zatlers
لينون,Lenon
بريشتينا,Pristina
سيمي,Simmi
شنيبيرغر,Schneeberger
لسلوم,Lasloom
ماكنتوش,Mcintosh
مانسفيلد,Mansfield
كلادوس,Claudus
توماسولو,Thomassoulo
ابوتبول,Abutbul
كيندي,Kenedy
ريسميد,Resmed
ندينو,Ndenou
مادوريا,Maduria
فلور,Flor
فويكو,Voicu
بلميهوب,Belmihoub
فلوم,Flom
ستيورت,Stuart
كروبون,Cropon
ليديتو,Ladetto
ماغارينيوس,Magarinos
كلايلو,Calello
رانيفسكي,Ranevsky
نابغوانا,Napguana
براتسي,Brassi
كنعان,Canaan
كرول,Krull
كارنيل,Carnell
ادجوبي,Adjobi
بروسيسو,Proceso
رافائل,Rafayel
بوركيباكوس,Porkipakos
جوندي,Jondy
بيفون,Beavon
مالاريك,Malarek
غورليتسكي,Gorlitsky
كارفايو,Carvallo
بييدادي,Piedade
دويني,Dwayney
دافروس,Davros
ديلسيا,Delysia
سينانكوا,Sinankwa
كورزو,Corzo
موريو,Muriu
ثاديكس,Thaddicus
ميغاسيليا,Megaselia
كيبوتز,Kibbutz
بريمبيه,Prempeh
سانسون,Sanson
اكويت,Aquit
رسكار,Rascar
سامنيا,Samanya
روبيكام,Rubicam
تاتوم,Tatum
تاتول,Tatul
بروني,Brodine
زيلينا,Zilina
كاز,Kaz
ديليو,Dilio
بينيل,Pinel
بايفا,Paiva
كالولو,Kalulu
ديليب,Dilip
لاقان,Lagaan
بهاباناندا,Bhabananda
بوتوفيل,Pottuvil
كالولي,Kalule
تورهان,Turhan
افندانيو,Avendano
رمنا,Ramna
بياندا,Bianda
فورونكوف,Voronkov
ماتسون,Matson
كونيناري,Kuninari
ماتسو,Matsou
ابراموف,Abramoff
غوليستون,Guliston
شابري,Shabri
فردوسيان,Ferdosian
سيفرين,Seweryn
فوتان,Fotan
بينتيادو,Penteado
بولغاري,Bulgari
سايدامير,Saidamer
باسيري,Pacere
ساهينغوفو,Sahinguvu
تريباثي,Tripathi
مكسيوس,Maxius
التيما,Altima
فاوستات,Faostat
باندوفسكي,Pandovski
بوليتيس,Polites
باديو,Badillo
باديليا,Badilla
نابي,Nabby
ليدغارد,Ledgard
نيراجيرا,Niragira
سفيندن,Svenden
ليتمان,Lichtman
كوزنيتسوف,Kuznetsov
غاكاي,Gakkai
هالي,Hali
سيدون,Sidon
كابوني,Caponi
ديبيندي,Dibindi
براوني,Browne
لويبا,Loipa
جاها,Jaha
بروكيوس,Porcius
ارر,Arr
ارس,Ars
شاديك,Shadick
زاندو,Zandow
ميكيلي,Michele
زاندور,Zandor
ستولي,Stoli
غيبرت,Gebert
زاثورا,Zathura
ستول,Stoll
بيروتا,Perotta
ميليكاشن,Melikashen
فيليس,Phyllis
لاولافان,Laolaphan
بيروتي,Perotti
ارو,Aro
فولين,Volyn
كومبياني,Compiègne
بيلانت,Pilant
ميلتاون,Miltown
رانجيث,Ranjith
بيسوغنوسي,Bisognosi
كازام,Kazaam
بيب,Beep
اكارر,Acarer
فينارو,Fainaru
كونسييكاو,Conceicao
داهلب,Dahlab
ستافنسكي,Stavinski
خودورفسكي,Khodorkovsky
دحلان,Dahlan
سبيهار,Spehar
كلاداغ,Claddagh
بونغورا,Bongora
كاميرون,Cameron
نيميسيو,Nemesio
ماغبوراكا,Magburaka
ليونايدس,Leonidas
نورفولك,Norfolk
نجونكو,Ndjonkou
تيترو,Tetro
سلمان,Salman
كريسبلو,Crespulo
كوري,Corey
سلامات,Salmat
لوبوييرا,Luboyera
كوخاف,Kochav
كيتلمان,Kettleman
كوتشار,Kochar
بوغدانشي,Bogdanci
ارانتاوالا,Arantawala
كاسفومبوي,Kasfombowe
نيرفا,Nerva
فلوريانوبوليس,Florianopolis
نيرفو,Nervo
انطوان,Antoun
ميريلو,Merilo
ميريل,Merill
سنيك,Sncc
ارباد,Arpad
دالاس,Dallas
فيلكر,Volker
بوكورني,Pokorny
مامادجانوف,Mamadjanov
اتمبوا,Atumbua
مكشيري,Mcsherry
الينيك,Aleinik
ساويبي,Sauipe
دالاه,Dallah
كرانستون,Cranston
كورمانزوفا,Kurmanova
بيلرن,Pelerin
خوبان,Khopan
كوكوليزا,Cuculiza
كاراغواي,Karagwe
ديوانتارا,Dewantara
سيريبهاكدي,Siribhakdi
فورشكو,Faurschou
هيرمان,Herman
بلوتونس,Plutonius
سارسين,Saracen
مارينر,Marriner
سبانكورست,Spankhurst
ليسي,Lissy
تاباني,Tabani
شاكيكو,Shakiko
فوشتار,Fuštar
غروبهوفر,Grubhofer
بيمبيم,Bembem
بريوتيزا,Preoteasa
هويريونغ,Hoiryeong
ريتشمان,Richman
زاجك,Zajac
ناكا,Naka
هيمن,Heymann
ميلومير,Milomir
هيليا,Helliya
لانكستريا,Lancastria
مايزي,Mazie
رونالدو,Runaldo
مورديان,Mordian
مازن,Mazin
مازيو,Mazio
مانغاشي,Mangachi
تيبر,Tiber
كافيلو,Cavello
بانتين,Buntin
مينسي,Mincy
بينياه,Binyah
بيرسونس,Persons
تايشي,Taishi
هباكانت,Hpakant
كالاوايا,Kallawaya
كاثا,Catha
مغويبي,Mgwebi
بلعيد,Belaid
اريغوثيس,Arregoces
ساراجوسا,Saragossa
ثورولد,Thorwald
كوليفانوف,Kolivanov
رومانتيس,Romantis
لينارتسون,Lennartsson
نانغوري,Nanggore
كاثي,Cathy
غيمبي,Ghimbi
كوينلان,Quinlan
هينقس,Hingls
موزير,Mozyr
دياكوفيتشا,Djakovica
هفوردان,Hvordan
بيليك,Bellick
مدراس,Madras
راثكلون,Rathkon
تورينو,Torino
توريني,Torini
كاليفي,Kalevi
فريال,Feryal
الاتوا,Alatoa
ماشيمبا,Mashimba
فاركاس,Farcas
كانوفاس,Canovas
خانكيندي,Khankendi
زيفون,Zevon
غوتنبرغ,Gutenberg
ديلافولت,Delavault
بوركا,Borka
فوسارد,Foussard
فيرغوس,Virgos
ديميدوفا,Demidova
ليشفيلد,Lechfield
تونيتش,Tonić
سالينوسبورا,Salinospora
مبوسو,Mboso
فيكت,Fickett
غولر,Güler
ابادون,Abaddonn
لوديرانا,Loredana
غيرارد,Gerard
بينيديس,Penedes
نانف,Nanev
سولجا,Soulja
محمود,Mahmoud
بوتاوتومي,Potawatomi
سيجاوا,Segawa
باسيورنيك,Paciornik
كلافام,Clapham
باليكاتا,Palikata
رادلي,Radley
سيدويل,Sidwell
داريل,Darrel
ريلو,Relu
دودي,Dodoy
تريمارتشي,Trimarchi
تاكورادي,Takoradi
ريل,Rell
بيرويتا,Perwita
سوتنر,Sautner
فارتي,Farty
شالان,Shalan
تاثا,Tatha
كوبوري,Kobori
كوبلي,Cobley
غوانغيا,Guangya
غوريتا,Gorita
كوريولس,Corriols
اكار,Ackar
غوانغيو,Guangyu
راتنر,Ritner
غراماخو,Gramajo
بورتينلي,Burtinle
ماكدوك,Mcduck
كورساكوف,Korsakov
دويون,Doyon
دافينا,Davina
بيدو,Bidu
بوندرن,Bundren
فاركواد,Farquaad
سيلفان,Sylvain
بولسن,Paulsen
بيدي,Bidi
زينجلر,Zingler
غيبزي,Gebze
كاتسيارينا,Katsiaryna
ماليغ,Mallaig
كومدا,Kumda
واوستروفار,Ostrovar
انانت,Anant
باسماناو,Basmanow
تزهالي,Tuzhali
مونتولا,Montolla
بالمر,Ballmer
اناند,Anand
ليغاردا,Legarda
بينيجاس,Benegas
انتوني,Antonini
انطونينو,Antonino
بوكارو,Bokaro
بينتل,Bentall
هوداك,Hoodak
باكلود,Backlund
دوميتيلا,Domitilla
مانيكس,Mannix
كوربس,Corbus
ياغور,Yagur
لانسينغ,Lansing
غارفاند,Garvand
ارتشيرون,Archeron
ارنتزن,Arntzen
تونيا,Tonia
غريغورينكو,Gregorenko
بيرغوسا,Pergusa
جايكوكس,Jacocks
تونان,Tonin
ريسلينغ,Riesling
سبلاترفليكس,Splatterflix
سانوجو,Sannojo
موشاكوكي,Mushakoki
جيفريس,Jeffries
مالامي,Melami
دراغادوس,Dragados
بايتون,Paton
ميلوني,Mellone
غرينمونت,Greenmount
ديجافريلوف,Dejavrialov
بوبيليوس,Popilius
غينسبرغ,Ginsberg
باتو,Patou
سكال,Scal
موكرانا,Muqranna
كجيرستي,Kjersti
تالزاني,Talzani
سرحان,Serhan
نابوورس,Nabuurs
مرغفيلاني,Margvelani
دريزنر,Dresner
نمبيري,Numberi
دروسيلا,Drusilla
ابنر,Abner
دريلانا,Darylina
فارادي,Farraday
هيرموسيو,Hermosillo
جيونغ,Jeong
سيرهات,Serhat
اوتوا,Autua
كيموه,Kemoh
افار,Avar
ماكماستر,Mcmaster
اوتون,Autun
بنديكس,Bendix
اكوم,Akoom
ديركي,Deirki
دنيس,Dennis
ديجويري,Deguire
تومونوبو,Tomonobu
وينترماير,Wintermeyer
ريفاي,Revai
ديتريكسون,Dietrichson
كارولتون,Carrollton
كيكويت,Kikwit
فوركامب,Vorkamp
بغدادي,Baghdadi
كاراتزيس,Karatsis
اليروي,Alleroi
تريفاني,Trevanny
لواسا,Lowassa
سيثراج,Sethuraj
ريفان,Revan
باداليسكي,Padaleski
برانيف,Braniff
الدوس,Aldous
هداش,Hidash
فوكوشيما,Fukushima
رانجيتوتو,Rangitoto
ليندينمان,Lindenmann
رايكرافت,Raycraft
كوروروجي,Kururugi
شكين,Shkin
ساليماتا,Salimata
زينسو,Zinssou
اغبيومي,Agbeyome
هتواي,Htway
غرامشي,Gramshi
زيفادين,Zivadin
اندوبولوس,Andapolous
رايف,Raif
ناستيا,Nastia
بريزويلا,Brizuela
ريجيس,Regis
تارنيل,Tarnell
غواتيمالا,Guatemala
جيهيمان,Jihiman
توفيلد,Tofield
دريمر,Drimmer
موسكيتيا,Mosquitia
كوانزا,Cuanza
نيبوموك,Nepomuk
رونوفيتش,Runović
سلومونس,Solomons
بريجانزا,Briganza
سترول,Struhl
ميتونغا,Mitunga
تاين,Thein
كاوكوغي,Kakogui
الولا,Aluula
غوميز,Gomez
سانؤويسا,Sanhueza
المسلماني,Almuslimani
تانتور,Tantor
رافكين,Rafkin
دامور,Damour
رامتيلي,Ramitelli
يونسيناي,Yeonsinnae
سيفيلا,Sevilla
كاسوو,Kasuo
مكبرايان,Mcbrian
كاسور,Kasur
ماككامبيل,Mccampbell
بورساولت,Boursault
سسيان,Sisyan
افريبانت,Afripanet
غورجيت,Gurjit
كويندت,Cuendet
دينو,Dino
ساكياموني,Sakyamuni
هالوك,Haluk
زابالو,Zabalo
غراميتزي,Gramizzi
كارتاشكين,Kartarshkin
كيبوينو,Kiboino
داداتو,Daddato
موكادا,Mocada
ماحيو,Mahiou
زابالا,Zabala
كوربيشلي,Curbishley
لييو,Leeuw
ونهب,Onub
ساندوفال,Sandoval
رينهايم,Ranheim
زاندفورت,Zandvoort
ستينكي,Stinkie
ستانسفيلد,Stansfield
زلزال,Zilzal
غريمسراد,Grimsrud
منيسي,Mnisi
نايكورابتور,Nykoraptor
يودماني,Yodmani
لويجي,Luigi
غينتس,Gints
ماكافري,Mccafrey
ماهاراشترا,Maharashtra
كازانتزيس,Kazantis
لوفين,Leuven
فخري,Fakhry
فخرو,Fakhru
مارليس,Marlis
بيريتي,Perretti
فلوريبرت,Floribert
فخري,Fakhri
كاموي,Kamwi
سوكارتو,Sukarto
كايكيليوس,Caecilius
اردوينو,Arduino
موداريسوف,Mudarisov
ارشد,Arshad
ليكي,Lecki
سامنوترا,Samnotra
كاسيغوا,Kasigwa
بلاتشي,Blace
كوسكو,Costco
فاغلا,Valga
الزين,Alamin
مينيرفا,Minerva
لوغانسك,Lugansk
برونزو,Pronzo
كارينا,Kareena
فيردون,Verdon
ساكس,Saxe
ساكسا,Saxa
كرامي,Karami
هونوريوس,Honorius
ورينبوينت,Warrenpoint
كرامي,Karame
برنيرتس,Bernaerts
اوانن,Awanen
فينالو,Vinalu
ووتون,Wooton
جوهانا,Juhana
جوهاني,Juhani
لوتير,Lother
ناسكو,Nasco
ييتشانغ,Yichang
دابو,Dabo
الموس,Almos
هانشين,Hanshin
ثورسن,Thorson
هدايت,Hedayat
سيغال,Segall
ديوالد,Dewald
ناسيمبيني,Nascimbene
شميت,Schmit
فيتالي,Vitaly
اشتا,Ashta
موشيزوكي,Mochizuki
ديوالت,Dewalt
تاتسوماكي,Tatsumaki
شميد,Schmid
روكساندرا,Ruxandra
غوانيون,Guanyun
شاكو,Shakku
دراهوسلاف,Drahoslav
بانديني,Bandini
باندينو,Bandino
لوفيت,Lovett
كالومبو,Kalombo
تورانس,Torrance
هوينا,Hunya
ديسلفا,Desilva
كوفيل,Kouvell
ساليناس,Salinas
تهذيب,Tehzeeb
فاردون,Vardon
غواياكيل,Guayaquil
ابيتماركو,Abetemarco
شالانتا,Shalanta
غاروشيانتز,Garushyantz
زاوكوي,Zhaokui
ريوالد,Rewald
مهيتا,Mhita
دابا,Daba
كيانو,Keanu
زريزانا,Zarizana
بغلي,Baghli
داربي,Dabe
دابس,Dabs
فيالتا,Villalta
كايني,Keane
دابو,Dabu
موريتي,Moretti
كابيكار,Cabecar
كوماغاتا,Komagata
كاتسيرو,Katsiru
توثرين,Tothrayne
ثينولت,Thenault
كورزيمي,Kurzeme
ارادي,Aradi
بيتروشنا,Petrukhina
بيلسكي,Bealeski
هيلستروم,Helstrom
بولونوفسكي,Polonovski
سيفرن,Severn
جوناه,Jonah
بارو,Barro
فيكا,Vika
ستوفر,Stofer
ماودسلي,Mawdsley
وو,Wu
شينوزاكي,Shinozaki
بوديني,Bodini
بيرو,Pirou
نيشي,Nishi
بيليت,Pelit
كليست,Kleist
يوكو,Youko
زارتسكي,Zaretsky
بوليكا,Policia
يوكو,Youku
شينافاترا,Shinavatra
باليا,Pelia
موكانتاغانزوا,Mukantaganwa
فيان,Fian
ميموسي,Memusi
لاريا,Laira
كومنسكي,Kominsky
تامامو,Tamamo
انجي,Angee
كسالابا,Xalapa
وايلر,Weiler
كومنسكي,Kominski
ميرو,Mireau
ويندهام,Wyndham
الونا,Aljona
برياي,Priyay
غرانز,Granz
هارتينجتون,Hartington
ريبرت,Ripert
جوبيك,Jobbik
فرادكوف,Fradkov
دانلي,Dunley
شايفر,Shaefer
زروالي,Zerouali
بدديجا,Buddiga
نيكولوف,Nicolov
ديربسيك,Derbesek
تونجر,Tuncer
دراموند,Drummond
هيبورن,Hepburn
بوردني,Bordeney
دورولارد,Deroulard
كيغاندا,Kiganda
بيلسكي,Bielski
تيتو,Teetu
ميروريس,Merorès
كونستاندينيدس,Constantinides
سكوفوكس,Skovox
ليشين,Lischen
ميرلين,Merilyn
نيجاتيجيل,Necatigil
بيرسي,Persi
بريك,Bric
مبومو,Mpoumou
شيرفاني,Shervani
كيرفي,Carvey
اركستلا,Arkasthla
ميلانا,Milaana
اندرابي,Andrabi
موشانغو,Mushango
كريجغسبان,Krijgsbaan
دوجلاستون,Douglaston
بابيت,Babbette
نجينغا,Njingha
نيكيفوروف,Nikiforov
هاربوم,Harbom
غونشار,Gonchar
نيكفوروس,Nikiforos
سيامسول,Syamsul
ارمس,Armus
ارموت,Armut
تورينو,Turino
سانجريا,Sangreesha
كوكراجهار,Kokrajhar
واريوبا,Warioba
تورينغ,Turing
مالكانبور,Malkanpur
زايمي,Zhaimei
فيوس,Vyus
ممفيس,Memphis
ناوادا,Nawada
تيليمون,Telemon
ووميرا,Woomera
ساندوك,Sanduk
تاتا,Tata
ماسيلون,Massillon
ساروفار,Sarovar
هاثاواي,Hathaway
نافنسكي,Navinsky
كونتز,Koontz
بجاج,Bajaj
لويثولد,Luethold
باثو,Batho
شولتر,Showalter
جانويتز,Janowitz
لازارسكو,Lazarescu
بشرا,Bashra
تيثربري,Tetherbury
برناردو,Bernado
فولكس,Foulkes
بيمجان,Pemjean
سيمونو,Sumino
كارماسي,Carmassi
اسعد,Assaad
ليجوس,Lejos
غريثهام,Greetham
ميتسكير,Metsker
كروتزين,Crutzen
روتسو,Ratzo
ديجورج,Degeorge
كلنساسر,Kleinsasser
بلومنفيلد,Blumenfeld
بورغا,Burga
بورجو,Burgo
غياني,Giyani
فيليس,Phileas
برونكسيستان,Bronxistan
دوجيت,Doggett
باركشيستر,Parkchester
سوبيكو,Sopiko
تـوكـا,Teukka
سوينتورو,Soentoro
بوتشي,Butchy
والياس,Waves
ميكلر,Meckler
موثوغا,Muthoga
سوسيلوتو,Susiluoto
تيمستيد,Temstead
هوليداي,Holliday
كورتلاند,Courtland
ماتوس,Matos
فارلاموف,Varlamov
بارافيل,Paravell
ديلمار,Dolmar
هامبتون,Hampton
باتيستيني,Battistini
بوللو,Pullo
روسكا,Ruska
بوكوان,Bukwan
دوير,Duir
كارلتون,Carlton
جاسر,Jasser
ستروكيلي,Stokeley
لياوتونغ,Leaotong
بولوراما,Bowlarama
باراني,Barani
بينغللي,Pengelley
موتاتو,Mutato
كيونمان,Kuneman
مجير,Mujir
فاروش,Faroush
بيلي,Pelle
موتاتي,Mutati
كولياب,Kulyab
ريوسر,Reuser
هايني,Hine
فاران,Faran
فيموزا,Femoza
رافينكلو,Ravenclaw
داتاشفيلي,Datashvili
شنيدلفيكسين,Schniedelwichsen
فاساما,Fassama
ويمير,Wimer
وويكس,Weekes
موريخون,Morejon
هوايهاي,Huaihai
ساماغون,Samagon
كاجيما,Kajima
ساديك,Sadick
ليمي,Lamey
بركان,Burkhan
سكريبيتس,Skrebets
بوستيلو,Bustillo
كرين,Krain
يانكوفيك,Yankovic
يورونيكست,Euronext
لوفرو,Lovro
بتاشنك,Ptasnik
تيليفونيكا,Telefonica
ليفيت,Leavitt
جونبي,Junpei
غيسين,Gisin
ادريس,Adres
ليوواردن,Leeuwarden
بيستبين,Pastebin
بيدولي,Bedoli
اشيس,Ashis
ميغويغي,Miguigy
ريغرت,Reigert
البورزي,Alborzy
بروميوس,Bromius
رومانا,Romana
ساوندر,Saunder
كيندل,Kindel
كايندر,Kinder
بريبيانت,Pripyat
سيزو,Sizo
شيمين,Shemin
جوزيـف,Jozsef
لويزيت,Louisette
بافليك,Pavlik
خراموف,Khramov
موستامو,Mustamu
هورتون,Horton
سيبونن,Sepponen
دويهي,Douihi
بنجيران,Pengiran
فلاديمير,Valdimir
كيدزيا,Kedzia
بيرجو,Birju
دالوورث,Dalworth
فانكامب,Vankamp
ماكتينكو,Miktenko
كانغشينجونغا,Kangchenjunga
هينو,Hino
بالومبو,Balombo
فيتنام,Vietnam
بوندار,Bhundar
وارمون,Warmun
كانين,Chanin
فومشينكو,Fomchenko
مانيانيتاس,Mananitas
بيزوز,Bizoz
ادرين,Adren
بيـزوس,Bizos
لامبانيلي,Lampanelli
يانيس,Yannis
سيدراكيان,Sedrakian
افاري,Avari
كيشيموري,Kishimori
زتفينار,Zutfenaar
شينكايي,Shinkaiye
كروليك,Krulik
مكرنون,Mckernon
لوكاشوك,Lukashuk
بليدي,Bledi
مافودزا,Mavodza
ليتيسيا,Leticia
ارتورو,Arthuro
كالديكوت,Caldicott
